ID	ALIGNMENT	CLASSES	COGID	COGIDS	COGNACY	CONCEPT	DOCULECT	DUPLICATES	FORM	IPA	LANGID	LANGUAGE_NAME	MORPHEMES	NUMBERS	PROSTRINGS	SONARS	TOKENS	VALUE	WEIGHTS	NOTE	BORROWING
13770	- o ɾ ɨ β - - - -	URIB	1116	7991	felizcontente1	HAPPY	Tupinambá	0	oɾɨβ	orɨβ	64	Tupinambá_	HAPPY	64.U.V 64.R.C 64.I.V 64.B.c	XBYN	7 5 7 3	o ɾ ɨ β	oɾɨβ	1.5 1.75 1.3 0.8		
13771	t a w a t - o - -	TAKATU	1127	8047	gaviao6	HAWK	Tupinambá	0	tawato	tagʷato	64	Tupinambá_	HAWK	64.T.C 64.A.V 64.K.C 64.A.V 64.T.C 64.U.V	AXBYBZ	1 7 1 7 1 7	t a w a t o	tawato	2.0 1.5 1.75 1.3 1.75 0.8		
13772	- a + k a ŋ -	AKAN	1134	13525 10	cabeca1	HEAD	Tupinambá	0	akaŋ	akaŋ	64	Tupinambá_	ROUND BONE	64.A.V 64.K.C 64.A.V 64.N.c	XBYN	7 1 7 4	a + k a ŋ	akaŋ	1.5 1.75 1.3 0.8		
13773	- - pʷ e ɾ a β -	PERAB	1143	8174	curarsarar1	HEAL	Tupinambá	0	pʷeɾaβ	pʷeraβ	64	Tupinambá_	HEAL	64.P.C 64.E.V 64.R.C 64.A.V 64.B.c	AXBYN	1 7 5 7 3	pʷ e ɾ a β	pʷeɾaβ	2.0 1.5 1.75 1.3 0.8		
13774	e + n u β	ENYB	1149	8219 724	escutarouvir1	HEAR	Tupinambá	0	enuβ	enuβ	64	Tupinambá_	MOUTH SEE	64.E.V 64.N.C 64.Y.V 64.B.c	XBYN	7 4 7 3	e + n u β	enuβ	1.5 1.75 1.3 0.8		
13775	ɲ ɨ - - ʔ ã - -	NIHA	1154	8281	coracao1	HEART	Tupinambá	0	ɲɨʔã	ɲɨʔã	64	Tupinambá_	HEART	64.N.C 64.I.V 64.H.C 64.A.V	AXBZ	4 7 1 7	ɲ ɨ ʔ ã	ɲɨʔã	2.0 1.5 1.75 0.8		
13776	- p o - s ɨ j -	PUSIJ	1163	8339	pesado1	HEAVY	Tupinambá	0	posɨj	posɨj	64	Tupinambá_	HEAVY	64.P.C 64.U.V 64.S.C 64.I.V 64.J.c	AXBYN	1 7 3 7 6	p o s ɨ j	posɨj	2.0 1.5 1.75 1.3 0.8		
13777	- - - - - - - - kʷ a n - u	KANY	1166	8394	ouricoporcoespinho1	HEDGEHOG	Tupinambá	0	kʷanu	kʷanu	64	Tupinambá_	HEDGEHOG	64.K.C 64.A.V 64.N.C 64.Y.V	AXBZ	1 7 4 7	kʷ a n u	kʷanu	2.0 1.5 1.75 0.8		
13778	- - p ɨ t ɨ β õ - - - -	PITIBU	1172	8426	ajudar1	HELP	Tupinambá	0	pɨtɨβõ	pɨtɨβõ	64	Tupinambá_	HELP	64.P.C 64.I.V 64.T.C 64.I.V 64.B.C 64.U.V	AXBYBZ	1 7 1 7 3 7	p ɨ t ɨ β õ	pɨtɨβõ	2.0 1.5 1.75 1.3 1.75 0.8		
13779	s a p u k a j -	SAPYKAJ	1180	8467	galinha2	HEN / CHICKEN	Tupinambá	0	sapukaj	sapukaj	64	Tupinambá_	SCREAM	64.S.C 64.A.V 64.P.C 64.Y.V 64.K.C 64.A.V 64.J.c	AXBYBYN	3 7 1 7 1 7 6	s a p u k a j	sapukaj	2.0 1.5 1.75 1.3 1.75 1.3 0.8	Also wɨra-sapukaj(a) 'screaming bird'	
13780	- k é - -	KE	1189	8528	aqui	HERE	Tupinambá	0	ké	ké/e	64	Tupinambá_	HERE	64.K.C 64.E.V	AX	1 7	k é	 (i)ké	2.0 1.5		
13781	ɲ o m i m - - -	NUMIM	1194	8564	esconder1	HIDE	Tupinambá	0	ɲomim	ɲomim	64	Tupinambá_	HIDE	64.N.C 64.U.V 64.M.C 64.I.V 64.M.c	AXBYN	4 7 4 7 4	ɲ o m i m	ɲomim	2.0 1.5 1.75 1.3 0.8		
13782	- n u p ã -	NYPA	1198	8612	bater1	HIT	Tupinambá	0	nupã	nupã	64	Tupinambá_	HIT	64.N.C 64.Y.V 64.P.C 64.A.V	AXBZ	4 7 1 7	n u p ã	nupã	2.0 1.5 1.75 0.8		
13783	- - kʷ a ɾ - - -	KAR	1201	8670	buraco1	HOLE	Tupinambá	0	kʷaɾ	kʷar	64	Tupinambá_	HOLE	64.K.C 64.A.V 64.R.c	AXN	1 7 5	kʷ a ɾ	kʷaɾ	2.0 1.5 0.8		
13784	- - - eí - - ɾ a - - - - - -	ERA	1209	8727	mel1	HONEY	Tupinambá	0	eíɾa	eí/eira	64	Tupinambá_	HONEY	64.E.V 64.R.C 64.A.V	XBZ	7 5 7	eí ɾ a	eíɾa / ɨapiɾa	1.5 1.75 0.8		
13785	ɨa p i - - ɾ a - -	IPIRA	1211	8727	mel1	HONEY	Tupinambá	0	ɨapiɾa	ɨapira	64	Tupinambá_	HONEY	64.I.V 64.P.C 64.I.V 64.R.C 64.A.V	XBYBZ	7 1 7 5 7	ɨa p i ɾ a	eíɾa / ɨapiɾa	1.5 1.75 1.3 1.75 0.8		
13786	ʔ a - - k a	HAKA	1216	8765	chifre1	HORN	Tupinambá	0	ʔaka	ʔaka	64	Tupinambá_	HORN	64.H.C 64.A.V 64.K.C 64.A.V	AXBZ	1 7 1 7	ʔ a k a	ʔaka	2.0 1.5 1.75 0.8		
13787	- a k u β -	AKYB	1221	8807	quente1	HOT	Tupinambá	0	akuβ	akuβ	64	Tupinambá_	HOT	64.A.V 64.K.C 64.Y.V 64.B.c	XBYN	7 1 7 3	a k u β	akuβ	1.5 1.75 1.3 0.8	Of Cariban origin	YES
13788	- o k - - -	UK	1222	8870	casa1	HOUSE	Tupinambá	0	ok	ok	64	Tupinambá_	HOUSE	64.U.V 64.K.c	XN	7 1	o k	ok	1.5 0.8		
13789	gʷ a j n u m/b - ɨ - - - - -	KAJNYPI	1233	8950	beijaflorcolibri12	HUMMINGBIRD	Tupinambá	0	gwajnumbɨ	gw/gʷajnumb/ⁿbɨ	64	Tupinambá_	HUMMINGBIRD	64.K.C 64.A.V 64.J.c 64.N.C 64.Y.V 64.P.C 64.I.V	AXMBYBZ	1 7 6 4 7 1 7	gʷ a j n u m/b ɨ	gwajnumbɨ	2.0 1.5 1.1 1.75 1.3 1.75 0.8		
13790	j e p o ɾ a k a ɾ -	JEPURAKAR	1244	1183	cacar	HUNT	Tupinambá	0	jepoɾakaɾ	jeporakar	64	Tupinambá_	HUNT	64.J.C 64.E.V 64.P.C 64.U.V 64.R.C 64.A.V 64.K.C 64.A.V 64.R.c	AXBYBYBYN	6 7 1 7 5 7 1 7 5	j e p o ɾ a k a ɾ	jepoɾakaɾ	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8		
13791	m e - n -	MEN	1251	1558	marido1	HUSBAND	Tupinambá	0	men	men	64	Tupinambá_	HUSBAND	64.M.C 64.E.V 64.N.c	AXN	4 7 4	m e n	men	2.0 1.5 0.8		
13792	i ʃ e - -	ISE	1259	9105	eu1	I	Tupinambá	0	iʃe	iʃe	64	Tupinambá_	I	64.I.V 64.S.C 64.E.V	XBZ	7 3 7	i ʃ e	iʃe	1.5 1.75 0.8		
13793	- i n g á - -	INKA	1263	9164	inga1	INGA	Tupinambá	0	ingá	ingá/a	64	Tupinambá_	INGA	64.I.V 64.N.c 64.K.C 64.A.V	XMBZ	7 4 1 7	i n g á	ingá	1.5 1.1 1.75 0.8		
13794	- - p u p e	PYPE	1269	9178	dentrode31	INSIDE	Tupinambá	0	pupe	pupe	64	Tupinambá_	INSIDE	64.P.C 64.Y.V 64.P.C 64.E.V	AXBZ	1 7 1 7	p u p e	pupe	2.0 1.5 1.75 0.8		
13795	j a k a ɾ e	JAKARE	1272	9200	jacare1	JACARÉ / CAIMAN / CROCODILE	Tupinambá	0	jakaɾe	jakare	64	Tupinambá_	JACARÉ	64.J.C 64.A.V 64.K.C 64.A.V 64.R.C 64.E.V	AXBYBZ	6 7 1 7 5 7	j a k a ɾ e	jakaɾe	2.0 1.5 1.75 1.3 1.75 0.8	Cariban loan in Proto-Tupí-Guaraní	YES
13796	j a - w a ɾ - - -	JAKAR	1279	9264	onca1	JAGUAR	Tupinambá	0	jawaɾ	jagʷar	64	Tupinambá_	JAGUAR	64.J.C 64.A.V 64.K.C 64.A.V 64.R.c	AXBYN	6 7 1 7 5	j a w a ɾ	jawaɾ	2.0 1.5 1.75 1.3 0.8	Cariban loan in Proto-Tupí-Guaraní	YES
13797	- - p o ɾ - -	PUR	1285	9337	saltar1	JUMP	Tupinambá	0	por	por	64	Tupinambá_	JUMP	64.P.C 64.U.V 64.R.c	AXN	1 7 5	p o ɾ	po / popoɾ / pereɾek	2.0 1.5 0.8		
13798	p o p o ɾ - -	PUPUR	1285	9337	saltar1	JUMP	Tupinambá	0	popoɾ	popor	64	Tupinambá_	JUMP	64.P.C 64.U.V 64.P.C 64.U.V 64.R.c	AXBYN	1 7 1 7 5	p o p o ɾ	po / popoɾ / pereɾek	2.0 1.5 1.75 1.3 0.8		
13799	p - e ɾ e ɾ e k -	PEREREK	4506	2926	saltar1	JUMP	Tupinambá	0	peɾeɾek	pererek	64	Tupinambá_	JUMP	64.P.C 64.E.V 64.R.C 64.E.V 64.R.C 64.E.V 64.K.c	AXBYBYN	1 7 5 7 5 7 1	p e ɾ e ɾ e k	po / popoɾ / pereɾek	2.0 1.5 1.75 1.3 1.75 1.3 0.8		
13800	j u + - k - - a	JYKA	1289	9371 2377	matar1	KILL	Tupinambá	0	juka	juka	64	Tupinambá_	NECK BREAK	64.J.C 64.Y.V 64.K.C 64.A.V	AXBZ	6 7 1 7	j u + k a	juka	2.0 1.5 1.75 0.8		
13801	j a w a s a t i + w a s u	JAKASATIKASY	1298	9439 790	guardariosmartimpescador	KING FISHER	Tupinambá	0	jawasatiwasu	jagw/gʷasatigw/gʷasu	64	Tupinambá_	KING.FISHER _BIG	64.J.C 64.A.V 64.K.C 64.A.V 64.S.C 64.A.V 64.T.C 64.I.V 64.K.C 64.A.V 64.S.C 64.Y.V	AXBYBYBYBYBZ	6 7 1 7 3 7 1 7 1 7 3 7	j a w a s a t i + w a s u	jawasatiwasu	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8		
13802	- e n ɨ - - p ɨ ʔ a - -	ENIPIHA	1303	9473	joelho1	KNEE	Tupinambá	0	enɨpɨʔa	enɨpɨʔa	64	Tupinambá_	KNEE	64.E.V 64.N.C 64.I.V 64.P.C 64.I.V 64.H.C 64.A.V	XBYBYBZ	7 4 7 1 7 1 7	e n ɨ p ɨ ʔ a	enɨpɨʔa	1.5 1.75 1.3 1.75 1.3 1.75 0.8		
13803	- - k ɨ s e - - -	KISE	1313	9533	faca1	KNIFE	Tupinambá	0	kɨse	kɨse	64	Tupinambá_	KNIFE	64.K.C 64.I.V 64.S.C 64.E.V	AXBZ	1 7 3 7	k ɨ s e	kɨse	2.0 1.5 1.75 0.8		
13804	- k u w a b - -	KYKAB	1319	9600	saber1	KNOW	Tupinambá	0	kuwab	kugʷaβ	64	Tupinambá_	KNOW	64.K.C 64.Y.V 64.K.C 64.A.V 64.B.c	AXBYN	1 7 1 7 3	k u w a b	kuwab	2.0 1.5 1.75 1.3 0.8		
13805	u + p + a b	IPAB	1326	9663 187 60	lagolagoa1	LAKE	Tupinambá	0	upab	ɨpaβ	64	Tupinambá_	WATER LIE NOMINALIZER	64.I.V 64.P.C 64.A.V 64.B.c	XBYN	7 1 7 3	u + p + a b	upab	1.5 1.75 1.3 0.8	ʔɨ + uβ + aβa (water + lie + NOMINALIZER)	
13806	- - k a - ŋ ɨ ɾ a	KANIRA	1332	9714	tocandiratucandeira2	LARGE ANT / BULLET ANT	Tupinambá	0	kaŋɨɾa	kaŋɨra	64	Tupinambá_	LARGE_BULLET_ANT	64.K.C 64.A.V 64.N.C 64.I.V 64.R.C 64.A.V	AXBYBZ	1 7 4 7 5 7	k a ŋ ɨ ɾ a	kaŋɨɾa	2.0 1.5 1.75 1.3 1.75 0.8		
13807	m a n/d i ʔ ĩ	MATIHI	1339	9752	bagremandisurubimbagre21	LARGE MANDI FISH	Tupinambá	0	mandiʔĩ	mand/ⁿdiʔĩ	64	Tupinambá_	LARGE	64.M.C 64.A.V 64.T.C 64.I.V 64.H.C 64.I.V	AXBYBZ	4 7 1 7 1 7	m a n/d i ʔ ĩ	mandiʔĩ / surubi	2.0 1.5 1.75 1.3 1.75 0.8		
13808	- - - - - - s u ɾ u b i - -	SYRYPI	1338	9753	bagremandisurubimbagre21	LARGE MANDI FISH	Tupinambá	0	suɾubi	surubi	64	Tupinambá_	LARGE	64.S.C 64.Y.V 64.R.C 64.Y.V 64.P.C 64.I.V	AXBYBZ	3 7 5 7 1 7	s u ɾ u b i	mandiʔĩ / suɾubi	2.0 1.5 1.75 1.3 1.75 0.8		
13809	- p u k a -	PYKA	1351	9802	rir1	LAUGH	Tupinambá	0	puka	puka	64	Tupinambá_	LAUGH	64.P.C 64.Y.V 64.K.C 64.A.V	AXBZ	1 7 1 7	p u k a	puka	2.0 1.5 1.75 0.8		
13810	- o - β -	UB	1356	9858	folha1	LEAF	Tupinambá	1	oβ	oβ	64	Tupinambá_	LEAF	64.U.V 64.B.c	XN	7 3	o β	oβ	1.5 0.8		
13811	ɲ ae + m o + ʔ e	NAMUHE	1366	9926 522 648	aprender1	LEARN	Tupinambá	0	ɲaemoʔe	ɲaemoʔe	64	Tupinambá_	REFLEXIVE CAUSATIVE SAY	64.N.C 64.A.V 64.M.C 64.U.V 64.H.C 64.E.V	AXBYBZ	4 7 4 7 1 7	ɲ ae + m o + ʔ e	ɲaemoʔe	2.0 1.5 1.75 1.3 1.75 0.8		
13812	- s e m - -	SEM	1372	9962	sair1	LEAVE / GO OUT	Tupinambá	0	sem	sem	64	Tupinambá_	LEAVE	64.S.C 64.E.V 64.M.c	AXN	3 7 4	s e m	sem	2.0 1.5 0.8		
13813	- e t ɨ m ã - - - - - -	ETIMA	1381	9997	perna1	LEG	Tupinambá	0	etɨmã	etɨmã	64	Tupinambá_	LEG	64.E.V 64.T.C 64.I.V 64.M.C 64.A.V	XBYBZ	7 1 7 4 7	e t ɨ m ã	etɨmã	1.5 1.75 1.3 1.75 0.8		
13814	- - p ɨ ʔ a - - -	PIHA	1386	10053	figado1	LIVER	Tupinambá	0	pɨʔa	pɨʔa	64	Tupinambá_	LIVER	64.P.C 64.I.V 64.H.C 64.A.V	AXBZ	1 7 1 7	p ɨ ʔ a	pɨʔa	2.0 1.5 1.75 0.8		
13815	t e j u - - - - - - -	TEJY	1389	10114	lagartocalango1	LIZARD	Tupinambá	0	teju	teju	64	Tupinambá_	LIZARD	64.T.C 64.E.V 64.J.C 64.Y.V	AXBZ	1 7 6 7	t e j u	teju	2.0 1.5 1.75 0.8		
13816	- p u k u - - - -	PYKY	1396	10167	compridolongoalto1	LONG	Tupinambá	0	puku	puku	64	Tupinambá_	LONG	64.P.C 64.Y.V 64.K.C 64.Y.V	AXBZ	1 7 1 7	p u k u	puku	2.0 1.5 1.75 0.8		
13817	m a - ʔ - ẽ -	MAHE	1405	10235	olhar1	LOOK AT	Tupinambá	0	maʔẽ	maʔẽ	64	Tupinambá_	LOOK	64.M.C 64.A.V 64.H.C 64.E.V	AXBZ	4 7 1 7	m a ʔ ẽ	maʔẽ	2.0 1.5 1.75 0.8		
13818	- - k a ɲ - e m -	KANEM	994	7089	perderse1	GETLOST / LOOSEoneS	Tupinambá	0	kaɲem	kaɲem	64	Tupinambá_	GETLOST	64.K.C 64.A.V 64.N.C 64.E.V 64.M.c	AXBYN	1 7 4 7 4	k a ɲ e m	kaɲem / opar	2.0 1.5 1.75 1.3 0.8		
13819	- - o p a ɾ - - -	UPAR	995	7088	perderse1	GETLOST / LOOSEoneS	Tupinambá	0	opaɾ	opar	64	Tupinambá_	GETLOST	64.U.V 64.P.C 64.A.V 64.R.c	XBYN	7 1 7 5	o p a ɾ	kaɲem / opaɾ	1.5 1.75 1.3 0.8		
13820	- k ɨ β - -	KIB	1410	10286	piolho1	LOUSE	Tupinambá	0	kɨβ	kɨβ	64	Tupinambá_	LOUSE	64.K.C 64.I.V 64.B.c	AXN	1 7 3	k ɨ β	kɨβ	2.0 1.5 0.8		
13821	- a ɾ a ɾ a - - -	ARARA	1413	10353	arara1	MACAW	Tupinambá	0	aɾaɾa	arara	64	Tupinambá_	MACAW	64.A.V 64.R.C 64.A.V 64.R.C 64.A.V	XBYBZ	7 5 7 5 7	a ɾ a ɾ a	aɾaɾa	1.5 1.75 1.3 1.75 0.8		
13822	s o k	SUK	1422	10406	larva1	MAGGOT / LARVA	Tupinambá	1	sok	sok	64	Tupinambá_	MAGGOT	64.S.C 64.U.V 64.K.c	AXN	3 7 1	s o k	sok	2.0 1.5 0.8		
13823	a kʷ ãi + m a ʔ e	AKAMAHE	1425	10417 2118	homem1	MAN	Tupinambá	0	akʷãimaʔe	akʷãimaʔe	64	Tupinambá_	PENIS NOMINALIZER	64.A.V 64.K.C 64.A.V 64.M.C 64.A.V 64.H.C 64.E.V	XBYBYBZ	7 1 7 4 7 1 7	a kʷ ãi + m a ʔ e	akʷãimaʔe	1.5 1.75 1.3 1.75 1.3 1.75 0.8		
13824	- e - t e - -	ETE	1433	10491	muitos1	MANY	Tupinambá	0	ete	ete	64	Tupinambá_	MANY	64.E.V 64.T.C 64.E.V	XBZ	7 1 7	e t e	ete	1.5 1.75 0.8		
13825	p o s a ŋ - - -	PUSAN	1441	10553	remedio1	MEDICINE	Tupinambá	0	posaŋ	posaŋ	64	Tupinambá_	MEDICINE	64.P.C 64.U.V 64.S.C 64.A.V 64.N.c	AXBYN	1 7 3 7 4	p o s a ŋ	posaŋ	2.0 1.5 1.75 1.3 0.8	Cariban loan in Proto-Mawé-Awetí-Tupí-Guaraní	YES
13826	k a m/b + ɨ	KAPI	1447	10609 18593	leite1	MILK	Tupinambá	0	kambɨ	kamb/ⁿbɨ	64	Tupinambá_	BREAST LIQUID	64.K.C 64.A.V 64.P.C 64.I.V	AXBZ	1 7 1 7	k a m/b + ɨ	kambɨ	2.0 1.5 1.75 0.8		
13827	k a ʔ i - - -	KAHI	1453	3068	macaco1	MONKEY	Tupinambá	0	kaʔi	kaʔi	64	Tupinambá_	MONKEY	64.K.C 64.A.V 64.H.C 64.I.V	AXBZ	1 7 1 7	k a ʔ i	kaʔi	2.0 1.5 1.75 0.8		
13828	j a s ɨ -	JASI	1464	10691	lua1	MOON	Tupinambá	0	jasɨ	jasɨ	64	Tupinambá_	MOON	64.J.C 64.A.V 64.S.C 64.I.V	AXBZ	6 7 3 7	j a s ɨ	jasɨ	2.0 1.5 1.75 0.8		
13829	k o ʔ e m a	KUHEMA	1472	10766	manha1	MORNING	Tupinambá	0	koʔema	koʔema	64	Tupinambá_	MORNING	64.K.C 64.U.V 64.H.C 64.E.V 64.M.C 64.A.V	AXBYBZ	1 7 1 7 4 7	k o ʔ e m a	koʔema	2.0 1.5 1.75 1.3 1.75 0.8		
13830	ɨ β ɨ + t ɨ ɾ - - - - -	IBITIR	1497	4578 792	montanhamontemorro1	MOUNTAIN	Tupinambá	0	ɨβɨtɨɾ	ɨβɨtɨr	64	Tupinambá_	EARTH PILE	64.I.V 64.B.C 64.I.V 64.T.C 64.I.V 64.R.c	XBYBYN	7 3 7 1 7 5	ɨ β ɨ + t ɨ ɾ	ɨβɨtɨɾ	1.5 1.75 1.3 1.75 1.3 0.8		
13831	n a - t iũ - - -	NATI	1479	10796	pernilongomuricocacarapana01	MOSQUITO	Tupinambá	0	natiũ	natiũ	64	Tupinambá_	MOSQUITO	64.N.C 64.A.V 64.T.C 64.I.V	AXBZ	4 7 1 7	n a t iũ	natiũ	2.0 1.5 1.75 0.8		
13832	- - s ɨ -	SI	1485	10854	mother1	MOTHER	Tupinambá	0	sɨ	sɨ	64	Tupinambá_	MOTHER	64.S.C 64.I.V	AX	3 7	s ɨ	sɨ	2.0 1.5		
13833	- a - β ɨ - -	ABI	1494	10931	mofo1	MOLD	Tupinambá	1	aβɨ	aβɨ	64	Tupinambá_	MOULD	64.A.V 64.B.C 64.I.V	XBZ	7 3 7	a β ɨ	aβɨ	1.5 1.75 0.8		
13834	- a m o t a b - - - - - -	AMUTAB	1505	11005	bigode1	MOUSTACHE	Tupinambá	0	amotab	amotaβ	64	Tupinambá_	MOUSTACHE	64.A.V 64.M.C 64.U.V 64.T.C 64.A.V 64.B.c	XBYBYN	7 4 7 1 7 3	a m o t a b	amotab	1.5 1.75 1.3 1.75 1.3 0.8		
13835	j u ɾ u - -	JYRY	1513	11048	boca1	MOUTH	Tupinambá	0	juɾu	juru	64	Tupinambá_	MOUTH	64.J.C 64.Y.V 64.R.C 64.Y.V	AXBZ	6 7 5 7	j u ɾ u	juɾu	2.0 1.5 1.75 0.8		
13836	- - p uã - - p e - -	PYPE	1521	11113	unhagarra1	NAIL / CLAW	Tupinambá	0	puãpe	puãpe	64	Tupinambá_	NAIL	64.P.C 64.Y.V 64.P.C 64.E.V	AXBZ	1 7 1 7	p uã p e	puãpe	2.0 1.5 1.75 0.8		
13837	- - - e ɾ -	ER	1528	11172	nome1	NAME	Tupinambá	0	eɾ	er	64	Tupinambá_	NAME	64.E.V 64.R.c	XN	7 5	e ɾ	eɾ	1.5 0.8		
13838	- - iu ɾ - - - - -	JYR	1533	9371	pescoco1	NECK	Tupinambá	0	juɾ	jur	64	Tupinambá_	NECK	64.J.C 64.Y.V 64.R.c	AXN	6 7 5	iu ɾ	juɾ	2.0 1.5 0.8		
13839	aɨ ɾ ɨ	ARI	1548	11294	ninho1	NEST	Tupinambá	0	aɨɾɨ	aɨrɨ	64	Tupinambá_	NEST	64.A.V 64.R.C 64.I.V	XBZ	7 5 7	aɨ ɾ ɨ	aɨɾɨ	1.5 1.75 0.8		
13840	- p ɨ s a s u -	PISASY	1549	11332	novo1	NEW	Tupinambá	0	pɨsasu	pɨsasu	64	Tupinambá_	NEW	64.P.C 64.I.V 64.S.C 64.A.V 64.S.C 64.Y.V	AXBYBZ	1 7 3 7 3 7	p ɨ s a s u	pɨsasu	2.0 1.5 1.75 1.3 1.75 0.8		
13841	- p ɨ t u - - - - - - - - n - - -	PITYN	1554	11386	noite1	NIGHT	Tupinambá	0	pɨtun	pɨtun	64	Tupinambá_	NIGHT	64.P.C 64.I.V 64.T.C 64.Y.V 64.N.c	AXBYN	1 7 1 7 4	p ɨ t u n	pɨtun	2.0 1.5 1.75 1.3 0.8		
13842	- - - - - - t ĩ - - - -	TI	1564	11455	nariz1	NOSE	Tupinambá	0	tĩ	tĩ	64	Tupinambá_	NOSE	64.T.C 64.I.V	AX	1 7	t ĩ	tĩ	2.0 1.5		
13843	k o ʔ ɨ ɾ - -	KUHIR	1574	11530	agora	NOW	Tupinambá	0	koʔɨɾ	koʔɨr	64	Tupinambá_	NOW	64.K.C 64.U.V 64.H.C 64.I.V 64.R.c	AXBYN	1 7 1 7 5	k o ʔ ɨ ɾ	koʔɨɾ	2.0 1.5 1.75 1.3 0.8		
13844	ɨ g a + p u k u j t + a β a	IKAPYKYJTABA	1582	11568 13570 60	remo1	OAR	Tupinambá	0	ɨgapukujtaβa	ɨgapukujtaβa	64	Tupinambá_	CANOE ROW NOMINALIZER	64.I.V 64.K.C 64.A.V 64.P.C 64.Y.V 64.K.C 64.Y.V 64.J.c 64.T.C 64.A.V 64.B.C 64.A.V	XBYBYBYMBYBZ	7 1 7 1 7 1 7 6 1 7 3 7	ɨ g a + p u k u j t + a β a	ɨgapukujtaβa	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.1 1.75 1.3 1.75 0.8		
13845	- - u mʷ a m - - -	YMAM	1587	11595	velho	OLD (adj)	Tupinambá	0	umwam	umʷam	64	Tupinambá_	OLD	64.Y.V 64.M.C 64.A.V 64.M.c	XBYN	7 4 7 4	u mʷ a m	umwam / twiβaʔe	1.5 1.75 1.3 0.8		
13846	t w - i β a ʔ e	TWIBAHE	1588	11594	velho	OLD (adj)	Tupinambá	0	twiβaʔe	twiβaʔe	64	Tupinambá_	OLD	64.T.C 64.W.C 64.I.V 64.B.C 64.A.V 64.H.C 64.E.V	ACXBYBZ	1 6 7 3 7 1 7	t w i β a ʔ e	umwam / twiβaʔe	2.0 1.5 1.5 1.75 1.3 1.75 0.8		
13847	- - - - - - o j e p eĩ - -	UJEPE	1601	11643	um3	ONE	Tupinambá	0	ojepeĩ	ojepeĩ	64	Tupinambá_	ONE	64.U.V 64.J.C 64.E.V 64.P.C 64.E.V	XBYBZ	7 6 7 1 7	o j e p eĩ	ojepeĩ	1.5 1.75 1.3 1.75 0.8		
13848	ʔ - a - - β - -	HAB	4462	2869	abrir1	OPEN	Tupinambá	0	ʔaβ	ʔaβ	64	Tupinambá_	OPEN	64.H.C 64.A.V 64.B.c	AXN	1 7 3	ʔ a β	ʔaβ / pek	2.0 1.5 0.8		
13849	- - - - - p e k	PEK	1611	11714	abrir1	OPEN	Tupinambá	0	pek	pek	64	Tupinambá_	OPEN	64.P.C 64.E.V 64.K.c	AXN	1 7 1	p e k	ʔaβ / pek	2.0 1.5 0.8		
13850	- s a ɾ i w e j a	SARIKEJA	1617	11737	gamba	OPOSSUM / SKUNK	Tupinambá	0	saɾiweja	sarigw/gʷeja	64	Tupinambá_	OPOSSUM	64.S.C 64.A.V 64.R.C 64.I.V 64.K.C 64.E.V 64.J.C 64.A.V	AXBYBYBZ	3 7 5 7 1 7 6 7	s a ɾ i w e j a	saɾiweja	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8		
13851	a m o - - - -	AMU	1625	11772	outroalgum1	OTHER	Tupinambá	0	amo	amo	64	Tupinambá_	OTHER	64.A.V 64.M.C 64.U.V	XBZ	7 4 7	a m o	amo	1.5 1.75 0.8		
13852	- - k a b u ɾ é - - - -	KAPYRE	3382	1488	coruja	OWL	Tupinambá	0	kabuɾé	kaburé/e	64	Tupinambá_	OWL	64.K.C 64.A.V 64.P.C 64.Y.V 64.R.C 64.E.V	AXBYBZ	1 7 1 7 5 7	k a b u ɾ é	kabuɾé / jakuɾutu / swindaɾa / urukureʔa	2.0 1.5 1.75 1.3 1.75 0.8		
13853	j a k u ɾ u t u - - - -	JAKYRYTY	1631	11823	coruja	OWL	Tupinambá	0	jakuɾutu	jakurutu	64	Tupinambá_	OWL	64.J.C 64.A.V 64.K.C 64.Y.V 64.R.C 64.Y.V 64.T.C 64.Y.V	AXBYBYBZ	6 7 1 7 5 7 1 7	j a k u ɾ u t u	kabuɾé / jakuɾutu / swindaɾa / urukureʔa	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	Cariban loan in proto-Tupí-Guaraní	YES
13854	- - s w i n/d a r a	SWITARA	1633	11824	coruja	OWL	Tupinambá	0	swindara	swind/ⁿdara	64	Tupinambá_	OWL	64.S.C 64.W.C 64.I.V 64.T.C 64.A.V 64.R.C 64.A.V	ACXBYBZ	3 6 7 1 7 5 7	s w i n/d a r a	kabuɾé / jakuɾutu / swindaɾa / urukureʔa	2.0 1.5 1.5 1.75 1.3 1.75 0.8		
13855	- - - - - p a k -	PAK	1638	11879	paca1	PACA	Tupinambá	0	pak	pak	64	Tupinambá_	PACA	64.P.C 64.A.V 64.K.c	AXN	1 7 1	p a k	pak	2.0 1.5 0.8	Cariban loan in Proto-Mawé-Awetí-Tupí-Guaraní	YES
