ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTE
7756	Tapirapé	KNIFE	kɨtʃe	kɨtʃe	k ɨ tʃ e	- - k ɨ - - tʃ e -	1313	9533	KNIFE		
8059	Tembe	KNIFE	kɨhe	kɨhe	k ɨ h e	- - k ɨ h e - - -	1313	9533	KNIFE		
8391	Guajajara	KNIFE	takihe	takihe	t a k i h e	t a k i h e - - -	1313	9533	KNIFE		
8692	Apiaka	KNIFE	itasu	itasu	i t a s u	- - - i t a s u -	3709	15736	KNIFE		
8993	Parintintin	KNIFE	kɨheʔi	kɨheʔi	k ɨ h e ʔ i	- - k ɨ h e ʔ i -	1313	9533	KNIFE		
9322	Amondawa	KNIFE	kɨtihaβ	kɨtihaβ	k ɨ t i h a β	- - k ɨ t i h a β	1313	9533	KNIFE		
10068	Urueuwauwau	KNIFE	kɨʔi	kɨʔi	k ɨ ʔ i	- - k ɨ ʔ i - - -	1313	9533	KNIFE		
10256	Wirafed	KNIFE	ɨsɨkeí	ɨsɨkeí	ɨ s ɨ k e i	ɨ s ɨ k e i	1313	9533	KNIFE		
10412	Kayabi	KNIFE	jɨ	jɨ	j ɨ	- - - - j ɨ	1316	9536	KNIFE		
10673	Araweté	KNIFE	itʃi	itʃi	i tʃ i	- - - i tʃ i - - -	1313	9533	KNIFE		
11017	Guajá	KNIFE	takɨ	takɨ	t a k ɨ	t a - - k ɨ -	1315	9537	KNIFE		
11423	Teko	KNIFE	marija	marija	m a r i j a	m a r i j a	1316	9536	KNIFE	YES	From Wayana
11817	Wayampi	KNIFE	kɨse / malija	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE		
12136	Zo'e	KNIFE	boke	boke	b o k e	b o - - k e -	3718	1959	KNIFE		
12413	Ka'apor	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE	YES	Borrowing (due to the presence of s (from LGA?)
12686	Anambe	KNIFE	parati	parati	p a r a t i	- - p a r a t i -	3708	1949	KNIFE		
12989	Kamajura	KNIFE	kɨe	kɨe	k ɨe	- - k ɨe - - - - -	1313	9533	KNIFE		
13261	Asuriní Xingu	KNIFE	kɨhe	kɨhe	k ɨ h e	- - k ɨ h e - - -	1313	9533	KNIFE		
13500	Ava Canoeiro	KNIFE	kɨe	kɨe	k ɨe	- - k ɨe - - - - -	1313	9533	KNIFE		
13803	Tupinambá	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE		
14181	Nheengatu	KNIFE	kise	kise	k i s e	- - k i s e - - -	1313	9533	KNIFE		
14495	Tupí Austral	KNIFE	kisé	kisé	k i s e	- - k i s e - - -	1313	9533	KNIFE		
14751	Yuki	KNIFE	kise	kise	k i s e	- - k i s e - - -	1313	9533	KNIFE		
15016	Guarayo	KNIFE	kɨtse	kɨtse	k ɨ ts e	- - k ɨ ts e - - -	1313	9533	KNIFE		
15344	Siriono	KNIFE	kise	kise	k i s e	- - k i s e - - -	1313	9533	KNIFE		
15623	Warazu	KNIFE	kihe	kihe	k i h e	- - k i h e - - -	1313	9533	KNIFE		
15887	Chiriguano	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE		
16079	Jora	KNIFE	embe	embe	e m/b e	- - - e m/b e	1318	1960	KNIFE		
16305	Mbya	KNIFE	kɨtʃe	kɨtʃe	k ɨ tʃ e	- - k ɨ tʃ e - - -	1313	9533	KNIFE		
16654	Guaraní	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE		
16994	Old Guaraní	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE		
17276	Ache	KNIFE	kɨtʃi	kɨtʃi	k ɨ tʃ i	- - k ɨ tʃ i - - -	1313	9533	KNIFE		
17516	Xeta	KNIFE	kɨtiha / inapwa	kɨtiha	k ɨ t i h a	- - k ɨ t i h a -	1313	9533	KNIFE		
17517	Xeta	KNIFE	kɨtiha / inapwa	inapwa	i n a pʷ a	- i n a pʷ a	3714	1955	KNIFE		
17740	Kaiowa	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE		
18009	Tapiete	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE		
18246	Ñandeva	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE		
18502	Omagua	KNIFE	kɨtʃi	kɨtʃi	k ɨ tʃ i	- - k ɨ tʃ i - - -	1313	9533	KNIFE		
18781	Kokama	KNIFE	kɨtʃɨ	kɨtʃɨ	k ɨ tʃ ɨ	- - k ɨ tʃ ɨ - - -	1313	9533	KNIFE		
22029	Kepkiriwat	KNIFE	kʷei	kʷei	kʷ ei	kʷ ei	1317	9534	KNIFE		
22030	Mekens	KNIFE	kɨpe	kɨpe	k ɨ p e	k ɨ p e	1313	9533	KNIFE		
22601	Xipaya	KNIFE	kʷapá / medípa	medípa	m e d i p a	m e d i p a	1316	9536	KNIFE		
22602	Juruna	KNIFE	kʷaha / mẽdʒíhá	mẽdʒíhá	m ẽ dʒ i h a	m ẽ dʒ i h a	1316	9536	KNIFE		
23433	Wayampi	KNIFE	kɨse / malija	malija	m a l i j a	m a l i j a	1316	9536	KNIFE	YES	From Wayana
23738	Açuã Tupi	KNIFE	puku hwihju	puku hwihju	p u k u + h ui h iu	p u k u + h ui h iu	4743	10167 3218	LONG KNIFE		
24058	Arawine	KNIFE	itáju	itáju	i t a + j u	i t a + j u	3709	15736 19535	STONE YELLOW		
24490	Amondawa	KNIFE	kɨjʔia	kɨjʔia	k ɨ j ʔ ia	k ɨ j ʔ ia	1313	9533	KNIFE		
24491	Karipuna	KNIFE	itakɨheʔia	itakɨheʔia	i t a k ɨ h e ʔ ia	i t a k ɨ h e ʔ ia	1313	9533	KNIFE		
24622	LGA XVIII	KNIFE	kɨse	kɨse	k ɨ s e	k ɨ s e	1313	9533	KNIFE		
28794	Guarayo Hoeller	KNIFE	kɨse	kɨse	k ɨ s e	k ɨ s e	1313	9533	KNIFE		
29189	Kawahiva	KNIFE	paɾatʃia	paɾatʃia	p a ɾ a tʃ ia	p a ɾ a tʃ ia	3708				
25575	Chiriguano	KNOT	kɨ̃ta	kɨ̃ta	k ɨ̃ t a	k ɨ̃ t a	5937	4574	KNOT		
27166	Siriono	KNOT	ei̯si̯ma	ei̯si̯ma	ei̯ s i̯ m a	ei̯ s i̯ m a	6159	4842	KNOT		
27326	Guaraní	KNOT	apokɨtã	apokɨtã	a p o k ɨ t ã	a p o k ɨ t ã	5937	4574	KNOT		
179	Karo	KNOW	tʃaməj	tʃaməj	tʃ a m ə j	tʃ a m ə j	1324	9603	KNOW		
496	Purubora	KNOW	kɨmeʃa (n)	kɨmeʃa	k ɨ m e ʃ a	- k ɨ m e ʃ - a	1319	9600	KNOW		
982	Makurap	KNOW	boetoʔ / kiwatoaʔ	boetoʔ	b oe t o ʔ	- - b oe t o ʔ	1320	9599	KNOW		
983	Makurap	KNOW	boetoʔ / kiwatoaʔ	kiwatoaʔ	k i w a t oa ʔ	k i w a t oa ʔ	1320	9599	KNOW		
1319	Wayoro	KNOW	βoẽndop	βoẽndop	β oẽ n/d o p	- - β oẽ n/d o p	1320	9599	KNOW		
1666	Tupari	KNOW	top	top	t o p	t o p - -	1322	9604	KNOW		
2054	Akuntsu	KNOW	poetop	poetop	p oɛ t o p	- - p oɛ t o p	1320	9599	KNOW		
2406	Mekens	KNOW	soapsamek / poetoa	soapsamek	s oa p s a m e k	s oa p s a m e k	1325	9605	KNOW		
2407	Mekens	KNOW	soapsamek / poetoa	poetoa	p oe t oa	- - p oe t oa -	1320	9599	KNOW		
2628	Cinta-Larga	KNOW	ndzai	ndzai	n/d z ai	n/d z ai	1323	9602	KNOW		
2897	Gavião	KNOW	jaat	jaat	j aː t	- - j aː t -	1321	9601	KNOW		
3490	Arua	KNOW	jaat	jaat	j aː t	- - j aː t -	1321	9601	KNOW		
3796	Zoro	KNOW	jaat	jaat	j aː t	- - j aː t -	1321	9601	KNOW		
4054	Surui-Paiter	KNOW	kobamne	kobamne	k o b a m n e	- k o b a m n e	1319	9600	KNOW		
4358	Karitiana	KNOW	sõndɨp	sõndɨp	s õ n/d ɨ p	- - s õ n/d ɨ p	1320	9599	KNOW		know a fact **entup 'hear/listen'
4590	Arikem	KNOW	mweto	mweto	mʷ e t o	- - mʷ e t o -	1320	9599	KNOW		
4850	Xipaya	KNOW	bahu	bahu	b a h u	- - - b a h - u	1319	9600	KNOW		
5182	Juruna	KNOW	ubahu	ubahu	u b a h u	- - u b a h - u	1319	9600	KNOW		
5540	Mundurukú	KNOW	tajbit	tajbit	t aɪ b i t	t aɪ b i t	1322	9604	KNOW		
5882	Kuruaya	KNOW	taibit	taibit	t ai b i t	t ai b i t	1322	9604	KNOW		
6215	Mawe	KNOW	kʷap	kʷap	kʷ a p	- kʷ a p - - - -	1319	9600	KNOW		
6550	Awetí	KNOW	kʷap / kʷawap	kʷap	kʷ a p	- kʷ a p - - - -	1319	9600	KNOW		
6883	Parakana	KNOW	akʷaham	akʷaham	a kʷ a h a m	a kʷ a h a m - -	1319	9600	KNOW		
7176	Asuriní Tocantins	KNOW	kʷahap	kʷahap	kʷ a h a p	- kʷ a h a p - -	1319	9600	KNOW		
7455	Surui-Aikewara	KNOW	kʷaha	kʷaha	kʷ a h a	- kʷ a h a - - -	1319	9600	KNOW		
7757	Tapirapé	KNOW	kaam	kaam	k aː m	- k aː - - m - -	1319	9600	KNOW		
8060	Tembe	KNOW	kʷaw	kʷaw	kʷ a w	- kʷ a w - - - -	1319	9600	KNOW		
8392	Guajajara	KNOW	ukʷaw	ukʷaw	u kʷ a w	u kʷ a w - - - -	1319	9600	KNOW		
8693	Apiaka	KNOW	kʷaham	kʷaham	kʷ a h a m	- kʷ a h a m - -	1319	9600	KNOW		
8994	Parintintin	KNOW	kʷaha	kʷaha	kʷ a h a	- kʷ a h a - - -	1319	9600	KNOW		
9323	Amondawa	KNOW	kʷaha	kʷaha	kʷ a h a	- kʷ a h a - - -	1319	9600	KNOW		
9637	Tenharim	KNOW	kʷaha	kʷaha	kʷ a h a	- kʷ a h a - - -	1319	9600	KNOW		
10069	Urueuwauwau	KNOW	kʷaha	kʷaha	kʷ a h a	- kʷ a h a - - -	1319	9600	KNOW		
10413	Kayabi	KNOW	kʷaap	kʷaap	kʷ aː p	- kʷ aː p - - - -	1319	9600	KNOW		
10674	Araweté	KNOW	ka	ka	k a	- k a - - - - -	1319	9600	KNOW		
11018	Guajá	KNOW	akʷa	akʷa	a kʷ a	a kʷ a - - - - -	1319	9600	KNOW		
11201	Amanaye	KNOW	kwaé	kwaé	kʷ a é	- kʷ a - é - - -	1319	9600	KNOW		
11424	Teko	KNOW	kuwa	kuwa	k u w a	- k u w a - - -	1319	9600	KNOW		
11818	Wayampi	KNOW	kua	kua	k ua	- k ua - - - - -	1319	9600	KNOW		
12137	Zo'e	KNOW	kuha	kuha	k u h a	- k u h a - - -	1319	9600	KNOW		
12414	Ka'apor	KNOW	kʷa	kʷa	kʷ a	kʷ a	1319	9600	KNOW		
12687	Anambe	KNOW	kuhã	kuhã	k u h ã	- k u h ã - - -	1319	9600	KNOW		
12823	Turiwara	KNOW	kʷawa	kʷawa	kʷ a w a	- kʷ a w a - - -	1319	9600	KNOW		
12990	Kamajura	KNOW	kʷahap	kʷahap	kʷ a h a p	- kʷ a h a p - -	1319	9600	KNOW		
13262	Asuriní Xingu	KNOW	kohap	kohap	k o h a p	- k o h a p - -	1319	9600	KNOW		
13501	Ava Canoeiro	KNOW	kʷa	kʷa	kʷ a	- kʷ a - - - - -	1319	9600	KNOW		
13804	Tupinambá	KNOW	kuwab	kuwab	k u w a b	- k u w a b - -	1319	9600	KNOW		
14182	Nheengatu	KNOW	kuaw	kuaw	k u au	- k u au - - - -	1319	9600	KNOW		
14496	Tupí Austral	KNOW	koa	koa	k oa	- k oa - - - - -	1319	9600	KNOW		
14752	Yuki	KNOW	akjatu	akjatu	a k j a t u	a k j a t u	1321	9601	KNOW		
15017	Guarayo	KNOW	kʷa	kʷa	kʷ a	- kʷ a - - - - -	1319	9600	KNOW		
15345	Siriono	KNOW	kʷa	kʷa	kʷ a	- kʷ a - - - - -	1319	9600	KNOW		
15624	Warazu	KNOW	kʷa	kʷa	kʷ a	- kʷ a - - - - -	1319	9600	KNOW		
15888	Chiriguano	KNOW	kʷaa	kʷaa	kʷ aː	- kʷ aː - - - - -	1319	9600	KNOW		
16306	Mbya	KNOW	kʷaʔa	kʷaʔa	kʷ a ʔ a	- kʷ a ʔ a - - -	1319	9600	KNOW		
16655	Guaraní	KNOW	kʷaa	kʷaa	kʷ aː	- kʷ aː - - - - -	1319	9600	KNOW		
16995	Old Guaraní	KNOW	kʷaa	kʷaa	kʷ aː	- kʷ aː - - - - -	1319	9600	KNOW		
17277	Ache	KNOW	kʷa	kʷa	kʷ aː	kʷ aː	1319	9600	KNOW		
17741	Kaiowa	KNOW	kʷaa	kʷaa	kʷ aː	- kʷ aː - - - - -	1319	9600	KNOW		
18010	Tapiete	KNOW	kʷaʔa	kʷaʔa	kʷ a ʔ a	- kʷ a ʔ a - - -	1319	9600	KNOW		
18503	Omagua	KNOW	ikua	ikua	i k ua	i k ua - - - - -	1319	9600	KNOW		
18782	Kokama	KNOW	ikua	ikua	i k ua	i k ua - - - - -	1319	9600	KNOW		
21020	Ñandeva	KNOW	kʷaa	kʷaa	kʷ aa	kʷ aa	1319	9600	KNOW		
23678	Açuã Tupi	KNOW	koab	koab	k oa b	k oa b	1319	9600	KNOW		
24092	Awetí	KNOW	kʷap / kʷawap	kʷawap	kʷ a w a p	kʷ a w a p	1319	9600	KNOW		
24623	LGA XVIII	KNOW	kuaba	kuaba	k ua b a	k ua b a	1319	9600	KNOW		
28795	Guarayo Hoeller	KNOW	ikʷaa / ikʷaβe / kʷaa	ikʷaa	i kʷ aa	i kʷ aa	1319	9600	KNOW		
28796	Guarayo Hoeller	KNOW	ikʷaa / ikʷaβe / kʷaa	ikʷaβe	i kʷ a β e	i kʷ a β e	1319	9600	KNOW		
28797	Guarayo Hoeller	KNOW	ikʷaa / ikʷaβe / kʷaa	kʷaa	kʷ aa	kʷ aa	1319	9600			
29190	Kawahiva	KNOW	akʷaham ji	akʷaham ji	a kʷ a h a m + j i	a kʷ a h a m + j i	1319				
28078	Chiriguano	LADDER	jupika	jupika	dʒ u p i k a	dʒ u p i k a	6495	5211	LADDER		
1667	Tupari	LAKE	jɨa	jɨa	j ɨa	- - j ɨa	1328	9664	LAKE		
2055	Akuntsu	LAKE	ɨkɨjaɾem	ɨkɨjaɾem	ɨ k ɨ + j a ɾ ẽ m	ɨ k ɨ + j a ɾ ẽ m	1327	18593 9664	LIQUID ?		
2408	Mekens	LAKE	pɨɾɨɲe	pɨɾɨɲe	p ɨ ɾ ɨ ɲ e	p ɨ ɾ ɨ ɲ e	1329	9665	LAKE		
2898	Gavião	LAKE	ìkàhr	ìkàhr	ì k à ɾ	ì k à ɾ	1327	9662	LAKE		
3252	Monde	LAKE	ikara	ikara	i k a r a	i - - k - - a r a -	1327	9662	LAKE		
4055	Surui-Paiter	LAKE	ikojab	ikojab	i k o j a b	i - - k o j a b - -	1327	9662	LAKE		
4591	Arikem	LAKE	eaja	eaja	ea j a	- ea j a	1328	9664	LAKE		
4851	Xipaya	LAKE	ja bapa	ja bapa	j a + b a p a	j a + b a p a	1326	9664 9663	_lake LAKE		
5541	Mundurukú	LAKE	jodí	jodí	j o d í	j o d í	1328	9664	LAKE		
6216	Mawe	LAKE	ihɨpɨhuat	ihɨpɨhuat	i h ɨ p ɨ h ua t	i h ɨ - p ɨ h ua t	1326	9663	LAKE		
6551	Awetí	LAKE	ʔɨwatu	ʔɨwatu	ʔ ɨ w a t u	ʔ ɨ w a t u	1329	9665	LAKE		
6884	Parakana	LAKE	ɨpaβ	ɨpaβ	ɨ p a β	- - ɨ - p a β - -	1326	9663	LAKE		
7177	Asuriní Tocantins	LAKE	ɨewegohoa	ɨewegohoa	ɨe w e g o h oa	ɨe w e g - - o h oa -	1327	9662	LAKE		
7456	Surui-Aikewara	LAKE	ipure	ipure	i p u r e	- - i - p u r e -	1326	9663	LAKE		
7758	Tapirapé	LAKE	ʔɨopam	ʔɨopam	ʔ ɨo p a m	- ʔ ɨo - p a m - -	1326	9663	LAKE		
8061	Tembe	LAKE	ɨpaw	ɨpaw	ɨ p a w	- - ɨ - p a w - -	1326	9663	LAKE		
8393	Guajajara	LAKE	ɨpaw	ɨpaw	ɨ p a w	- - ɨ - p a w - -	1326	9663	LAKE		
8694	Apiaka	LAKE	ipia	ipia	i p ia	- - i - p ia - - -	1326	9663	LAKE		
8995	Parintintin	LAKE	ɨpiaʔi	ɨpiaʔi	ɨ p ia ʔ i	- - ɨ - p ia ʔ i -	1326	9663	LAKE		
9324	Amondawa	LAKE	ɨpiahua / ɨap	ɨpiahua	ɨ p ia h ua	- - ɨ - p ia h ua -	1326	9663	LAKE		
9638	Tenharim	LAKE	ɨpiahua	ɨpiahua	ɨ p ia h ua	- - ɨ - p ia h ua -	1326	9663	LAKE		
10070	Urueuwauwau	LAKE	ɨpiahua	ɨpiahua	ɨ p ia h ua	- - ɨ - p ia h ua -	1326	9663	LAKE		
10414	Kayabi	LAKE	ʔɨpia	ʔɨpia	ʔ ɨ p ia	- ʔ ɨ - p ia - - -	1326	9663	LAKE		
11019	Guajá	LAKE	ipu	ipu	i p u	- - i - p u - - -	1326	9663	LAKE		
11819	Wayampi	LAKE	ɨpa	ɨpa	ɨ p a	- - ɨ - p a - - -	1326	9663	LAKE		
12138	Zo'e	LAKE	ɨpa	ɨpa	ɨ p a	- - ɨ - p a - - -	1326	9663	LAKE		
12415	Ka'apor	LAKE	ɨpa	ɨpa	ɨ p a	- - ɨ - p a - - -	1326	9663	LAKE		
12991	Kamajura	LAKE	ɨwpap	ɨwpap	ɨ w p a p	- - ɨ w p a p - -	1326	9663	LAKE		
13263	Asuriní Xingu	LAKE	ʔɨpaw	ʔɨpaw	ʔ ɨ p a w	- ʔ ɨ - p a w - -	1326	9663	LAKE		
13502	Ava Canoeiro	LAKE	ɨpaw	ɨpaw	ɨ p a w	- - ɨ - p a w - -	1326	9663	LAKE		
13805	Tupinambá	LAKE	upab	upab	u + p + a b	u + p + a b	1326	9663 187 60	WATER LIE NOMINALIZER		ʔɨ + uβ + aβa (water + lie + NOMINALIZER)
14183	Nheengatu	LAKE	ipawa	ipawa	i p a w a	- - i - p a w a -	1326	9663	LAKE		
14497	Tupí Austral	LAKE	kamboa	kamboa	k a m/b oa	- k a - m/b oa - - -	1326	9663	LAKE		
14753	Yuki	LAKE	iha	iha	i h a	- - i - h a - - -	1326	9663	LAKE		
15018	Guarayo Hoeller	LAKE	ɨupa	ɨupa	ɨu p a	- - ɨu - p a - - -	1326	9663	LAKE		
15346	Siriono	LAKE	amãndɨʃa	amãndɨʃa	a m ã n/d ɨ ʃ a	a m ã n/d ɨ ʃ a	1331	9667	LAKE		
15625	Warazu	LAKE	ipa	ipa	i p a	- - i - p a - - -	1326	9663	LAKE		
15889	Chiriguano	LAKE	ɨpa	ɨpa	ɨ + p a	ɨ + p a	1326	9663	WATER _:ALL		
16080	Jora	LAKE	iga / dʒane / iwua te	iga	i g a	i - - g - - a - - -	1327	9662	LAKE		
16081	Jora	LAKE	iga / dʒane / iwua te	dʒane	dʒ a n e	dʒ a n e	1328	9664	LAKE		
16082	Jora	LAKE	iga / dʒane / iwua te	iwua te	i w ua + t e	- i w - - ua + t - - e	1328	9665 9664	_lake LAKE		
16307	Mbya	LAKE	upa	upa	u p a	- - u - p a - - -	1326	9663	LAKE		
16656	Guaraní	LAKE	ɨpa	ɨpa	ɨ p a	- - ɨ - p a - - -	1326	9663	LAKE		
16996	Old Guaraní	LAKE	ɨupa	ɨupa	ɨ + u + p a	ɨ + u + p a	1326	18593 187 188	LIQUID LIE NOMINALIZER		
17278	Ache	LAKE	ɨʔɨkrow	ɨʔɨkrow	ɨ ʔ ɨ k r o w	ɨ ʔ ɨ k - r o w - -	1327	9662	LAKE		
17742	Kaiowa	LAKE	laŋũnã	laŋũnã	l a ŋ ũ n ã	l a ŋ ũ n ã	1330	9666	LAKE		
18011	Tapiete	LAKE	ɨrenda	ɨrenda	ɨ r e n/d a	- ɨ r e n/d a	1329	9665	LAKE		
18504	Omagua	LAKE	ɨpasu	ɨpasu	ɨ p a s u	- - ɨ - p a s - u	1326	9663	LAKE		
18783	Kokama	LAKE	ɨpatsu	ɨpatsu	ɨ p a ts u	ɨ p a ts u	1326	9663	LAKE		
19050	Karitiana	LAKE	ejo	ejo	e j o	e j o	1328	9664	LAKE		
19524	Cinta-Larga	LAKE	ika	ika	i k a	i k a	1327	9662	LAKE		
20458	Makurap	LAKE	upoot	upoot	u p + oo t	u p + oo t	1326	9664 9663	LAKE ?		
20755	Juruna	LAKE	juháhá	juháhá	j u + h á h á	j u + h á h á	1328	9664 9663	LAKE ?		
21640	Teko	LAKE	kɨpö	kɨpö	k ɨ p ö	k ɨ p ö	1326	9663	LAKE		
22249	Mekens	LAKE	ɨa	ɨa	ɨa	ɨa	1326	9663	LAKE		
23621	Açuã Tupi	LAKE	ipiahu	ipiahu	i p ia h u	i p ia h u	1326	9663	LAKE		
24549	Amondawa	LAKE	ɨpiahua / ɨap	ɨap	ɨa p	ɨa p	1326	9663	LAKE		
24550	Karipuna	LAKE	ɨpopewa	ɨpopewa	ɨ p o p e w a	ɨ p o p e w a	1326	9663	LAKE		
28079	Chiriguano	LAME	kõsho	kõsho	k õ ʃ o	k õ ʃ o	6457	5165	LAME		
28080	Chiriguano	LANGUAGE	ñẽe	ñẽe	ɲ ẽ e	ɲ ẽ e	6511	15315	SPEAK		
180	Karo	LARGE-BULLET-ANT (subfamily Paraponerinae)	napia	napia	n a p ia	- n a p - - ia	1333	9715	LARGE_BULLET_ANT		
497	Purubora	LARGE-BULLET-ANT (subfamily Paraponerinae)	mĩŋk / ndabia	mĩŋk	m ĩ n/k	m ĩ n/k	1335	9717	LARGE_BULLET_ANT		
498	Purubora	LARGE-BULLET-ANT (subfamily Paraponerinae)	mĩŋk / ndabia	ndabiáʔ	n/d a b iá	n/d a b iá	1333	9715	LARGE_BULLET_ANT		
984	Makurap	LARGE-BULLET-ANT (subfamily Paraponerinae)	ŋapia	ŋapia	ŋ a p ia	- ŋ a p - - ia	1333	9715	LARGE_BULLET_ANT		
1320	Wayoro	LARGE-BULLET-ANT (subfamily Paraponerinae)	ndara	ndara	n/d a r a	- - - - - n/d a r a	1332	9714	LARGE_BULLET_ANT		
1668	Tupari	LARGE-BULLET-ANT (subfamily Paraponerinae)	hatʔa	hatʔa	h a t ʔ a	h a t ʔ a	1337	9719	LARGE_BULLET_ANT		
2056	Akuntsu	LARGE-BULLET-ANT (subfamily Paraponerinae)	toɾa	toɾa	t o ɾ a	t o - - - - - ɾ a	1332	9714	LARGE_BULLET_ANT		
2899	Gavião	LARGE-BULLET-ANT (subfamily Paraponerinae)	gaatsaa	gaatsaa	g aː ts aː	g aː ts aː - - -	1334	9716	LARGE_BULLET_ANT		
3253	Monde	LARGE-BULLET-ANT (subfamily Paraponerinae)	gasa	gasa	g a s a	g a s a - - -	1334	9716	LARGE_BULLET_ANT		
3491	Arua	LARGE-BULLET-ANT (subfamily Paraponerinae)	gatsa	gatsa	g a ts a	g a ts a - - -	1334	9716	LARGE_BULLET_ANT		
3797	Zoro	LARGE-BULLET-ANT (subfamily Paraponerinae)	gasaa	gasaa	g a s aː	g a s aː - - -	1334	9716	LARGE_BULLET_ANT		
4056	Surui-Paiter	LARGE-BULLET-ANT (subfamily Paraponerinae)	ŋalaa	ŋalaa	ŋ a l aː	- ŋ a l - - aː	1333	9715	LARGE_BULLET_ANT		
4359	Karitiana	LARGE-BULLET-ANT (subfamily Paraponerinae)	nopĩ	nopĩ	n o p ĩ	- n o p - - ĩ	1333	9715	LARGE_BULLET_ANT		
4592	Arikem	LARGE-BULLET-ANT (subfamily Paraponerinae)	nompi	nompi	n o m p i	n o m p i	1333	9715	LARGE_BULLET_ANT		
4852	Xipaya	LARGE-BULLET-ANT (subfamily Paraponerinae)	ida	ida	i d a	- i d a - - -	1332	9714	LARGE_BULLET_ANT		
5183	Juruna	LARGE-BULLET-ANT (subfamily Paraponerinae)	anãbi	anãbi	a n ã b i	a n ã b - - i	1333	9715	LARGE_BULLET_ANT		
5542	Mundurukú	LARGE-BULLET-ANT (subfamily Paraponerinae)	dapsa	dapsa	d a p s a	- d a p - s a	1333	9715	LARGE_BULLET_ANT		
5883	Kuruaya	LARGE-BULLET-ANT (subfamily Paraponerinae)	labia	labia	l a b ia	- l a b - - ia	1333	9715	LARGE_BULLET_ANT		
6217	Mawe	LARGE-BULLET-ANT (subfamily Paraponerinae)	watiamã	watiamã	w a t i a m ã	w a t i a m ã	1336	9718	LARGE_BULLET_ANT		
6885	Parakana	LARGE-BULLET-ANT (subfamily Paraponerinae)	tokanɨr	tokanɨr	t o k a n ɨ r	t o k a - n ɨ r -	1332	9714	LARGE_BULLET_ANT		
7457	Surui-Aikewara	LARGE-BULLET-ANT (subfamily Paraponerinae)	tukaŋɨra	tukaŋɨra	t u k a ŋ ɨ r a	t u k a - ŋ ɨ r a	1332	9714	LARGE_BULLET_ANT		
8394	Guajajara	LARGE-BULLET-ANT (subfamily Paraponerinae)	tukagɨr	tukagɨr	t u k a g ɨ r	t u k a - g ɨ r -	1332	9714	LARGE_BULLET_ANT		
8695	Apiaka	LARGE-BULLET-ANT (subfamily Paraponerinae)	tukãŋere	tukãŋere	t u k ã ŋ e r e	t u k ã - ŋ e r e	1332	9714	LARGE_BULLET_ANT		
8996	Parintintin	LARGE-BULLET-ANT (subfamily Paraponerinae)	tukaʔndɨr	tukaʔndɨr	t u k a ʔ n/d ɨ ɾ	t u k a ʔ n/d ɨ ɾ -	1332	9714	LARGE_BULLET_ANT		
9325	Amondawa	LARGE-BULLET-ANT (subfamily Paraponerinae)	tukaʔŋɨr	tukaʔŋɨr	t u k a ʔ ŋ ɨ ɾ	t u k a ʔ ŋ ɨ ɾ -	1332	9714	LARGE_BULLET_ANT		
9639	Tenharim	LARGE-BULLET-ANT (subfamily Paraponerinae)	tukaʔŋɨr	tukaʔŋɨr	t u k a ʔ ŋ ɨ r	t u k a ʔ ŋ ɨ r -	1332	9714	LARGE_BULLET_ANT		
10415	Kayabi	LARGE-BULLET-ANT (subfamily Paraponerinae)	tukaʔŋɨr	tukaʔŋɨr	t u k a ʔ ŋ ɨ r	t u k a ʔ ŋ ɨ r -	1332	9714	LARGE_BULLET_ANT		
10675	Araweté	LARGE-BULLET-ANT (subfamily Paraponerinae)	tukaji	tukaji	t u k a j i	t u k a - j i - -	1332	9714	LARGE_BULLET_ANT		
11425	Teko	LARGE-BULLET-ANT (subfamily Paraponerinae)	tɨkadɨɾ	tɨkadɨɾ	t ɨ k a d ɨ ɾ	t ɨ k a - d ɨ ɾ -	1332	9714	LARGE_BULLET_ANT		
11820	Wayampi	LARGE-BULLET-ANT (subfamily Paraponerinae)	tukãngɨ	tukãngɨ	t u k ã n g ɨ	t u k ã n g ɨ - -	1332	9714	LARGE_BULLET_ANT		
12416	Ka'apor	LARGE-BULLET-ANT (subfamily Paraponerinae)	tarakuʔa	tarakuʔa	t a r a k u ʔ a	t a r a - k u ʔ a	1332	9714	LARGE_BULLET_ANT		
